NM_MUNICIPIO,NR_TURNO,NR_SECAO,NM_LOCAL_VOTACAO,NR_LATITUDE,NR_LONGITUDE
TUPÃ,1,92,EE. LUIZ DE SOUZA LEÃO,-21.932653,-50.5022959
PRESIDENTE PRUDENTE,1,19,E.E. FLORIVALDO LEAL,-22.1292137,-51.3941376
PRESIDENTE PRUDENTE,1,191,COLÉGIO JP,-22.1072177,-51.4194805
DRACENA,1,16,FADRA,-21.4863311,-51.5280478
DRACENA,1,37,EMEFI PROFA LUIZA ROSSA RIBEIRO,-21.4872018,-51.5460907
OSVALDO CRUZ,1,9,ETEC AMIM JUNDI,-21.7914906,-50.8765847
DRACENA,1,43,EMEFI PROF SERGIO LIBERATTI,-21.5937486,-51.5878479
MARÍLIA,1,62,E.E. PROF GERALDO ZANCOPÉ ,-22.196621,-49.9560244
DRACENA,1,93,FADRA,-21.4863311,-51.5280478
MARÍLIA,1,317,COLÉGIO ÁGUA VIVA,-22.2331943,-49.9362083
MARÍLIA,1,21,INSTITUTO DAS APÓSTOLAS SAGRADO CORAÇÃO DE JESUS,-22.2132291,-49.9478041
PRESIDENTE PRUDENTE,1,394,E.M. PROFª JOVITA TERIN,-22.0870122,-51.3831653
RANCHARIA,1,66,EE. PROF. MARIO FIORANTE,-22.2301281,-50.9061034
MARÍLIA,1,231,E.E. PROFº BENITO MARTINELLI,-22.1519235,-49.961232
PRESIDENTE PRUDENTE,1,266,TOLEDO PRUDENTE CENTRO UNIVERSITÁRIO - BLOCO 01,-22.1142343,-51.3760963
PRESIDENTE PRUDENTE,1,211,COLÉGIO JP,-22.1072177,-51.4194805
PRESIDENTE PRUDENTE,1,100,E.E. CLOTILDE VEIGA DE BARROS,-22.14686,-51.3862251
PRESIDENTE PRUDENTE,1,118,E.E.  PROFª MARIA LUÍZA BASTOS,-22.132292,-51.4059708
MARÍLIA,1,247,EE. MONSENHOR BICUDO,-22.2229886,-49.9558914
PRESIDENTE PRUDENTE,1,132,E.M.  PROFª.  FRANCISCA ALMEIDA GOES BRANDÃO,-22.1334779,-51.4007175
PRESIDENTE PRUDENTE,1,181,E. M.  PROFª ALAYDE TORTORELLA FARIA MOTTA,-22.1449412,-51.3827502
MARÍLIA,1,196,E.E. PROFª AMÉLIA LOPES ANDERS ,-22.1691793,-49.971775
MARÍLIA,1,244,EMEF. PROFª NICÁCIA GARCIA GIL,-22.246563,-49.9168576
PRESIDENTE PRUDENTE,1,183,E.E.  PROFª MARIA LUÍZA BASTOS,-22.132292,-51.4059708
ADAMANTINA,1,24,EE. PROFESSOR DURVALINO GRION,-21.6785734,-51.0768388
ADAMANTINA,1,20,EE. HELEN KELLER,-21.6924798,-51.069082
ADAMANTINA,1,100,EE. HELEN KELLER,-21.6924798,-51.069082
PRESIDENTE PRUDENTE,1,144,E.E.  PROF.  PLACÍDIO BRAGA NOGUEIRA,-22.1390421,-51.3756213
MARÍLIA,1,379,UNESP - UNIVERSIDADE ESTADUAL PAULISTA,-22.2330781,-49.9675271
PRESIDENTE PRUDENTE,1,250,E.E. ORACY MATRICARDI PROF,-22.1529291,-51.4518848
MARÍLIA,1,246,CEEJA - PROF. SEBASTIANA ULIAN PESSINE,-22.2224334,-49.95046
PRESIDENTE PRUDENTE,1,155,E.E.  PROF.  PLACÍDIO BRAGA NOGUEIRA,-22.1390421,-51.3756213
DRACENA,1,44,EMEFI AMADOR FRANCO DA SILVEIRA,-21.5140562,-51.6167994
ADAMANTINA,1,68,EE. HELEN KELLER,-21.6924798,-51.069082
MARÍLIA,1,287,COLÉGIO ÁGUA VIVA,-22.2331943,-49.9362083
PRESIDENTE PRUDENTE,1,70,FACULDADE DE CIÊNCIAS E TECNOLOGIA - UNESP,-22.1203305,-51.4058142
PRESIDENTE PRUDENTE,1,160,E.E.  PROF.  PLACÍDIO BRAGA NOGUEIRA,-22.1390421,-51.3756213
MARÍLIA,1,390,EMEF NIVANDO MARIANO DOS SANTOS,-22.2544411,-49.9348909
MARÍLIA,1,350,ESCOLA TÉCNICA INDUST. ANTÔNIO DEVISATE,-22.2080341,-49.9536804
PRESIDENTE PRUDENTE,1,135,E.E.  PROF.  PLACÍDIO BRAGA NOGUEIRA,-22.1390421,-51.3756213
PRESIDENTE PRUDENTE,1,164,E.E.  PROF.  PLACÍDIO BRAGA NOGUEIRA,-22.1390421,-51.3756213
PRESIDENTE PRUDENTE,1,182,E.E.  PROF. MIGUEL OMAR BARRETO,-22.1334587,-51.4383791
PRESIDENTE PRUDENTE,1,210,E.E. ORACY MATRICARDI PROF,-22.1529291,-51.4518848
ADAMANTINA,1,6,FACULDADES  ADAMANTINENSES INTEGRADAS - CAMPUS I,-21.6856842,-51.0798299
TUPÃ,1,33,EE. PROF. HELENA PAVANELLI PORTO,-21.9387273,-50.5131266
MARÍLIA,1,346,EE GEÓGRAFA EMICO MATSUMOTO,-22.253256,-49.9271483
MARÍLIA,1,73,EE GABRIEL MONTEIRO DA SILVA,-22.2157852,-49.9542383
PRESIDENTE PRUDENTE,1,171,E.E. FLORIVALDO LEAL,-22.1292137,-51.3941376
PRESIDENTE PRUDENTE,1,93,COLÉGIO ÁTOMO,-22.1234485,-51.4197442
PRESIDENTE PRUDENTE,1,86,EM. PROFª MARIA DO SOCORRO BRITO DE ALMEIDA,-22.1140597,-51.432782
PRESIDENTE PRUDENTE,1,59,E.E.  PROFª MARIETTA FERRAZ ASSUMPÇÃO,-22.1387553,-51.3893063
PRESIDENTE PRUDENTE,1,279,CENTRO EDUCACIONAL SESI 423,-22.1334065,-51.4490591
DRACENA,1,54,FACULDADE REGES,-21.5033029,-51.542601
MARÍLIA,1,78,E.E. PROF AMILCARE MATTEI,-22.2103362,-49.9373812
PRESIDENTE PRUDENTE,1,302,E. E. VEREADOR PEDRO TÓFANO,-22.0512891,-51.3471971
MARÍLIA,1,248,EMEF. GOVERNADOR MÁRIO COVAS ,-22.1648765,-49.9749085
MARÍLIA,1,225,EMEI. PROFª LEDA APPARECIDA MARTINS CASADEI ,-22.1782177,-49.9642349
MARÍLIA,1,258,EMEF PROF PAULO REGLUS NEVES FREIRE,-22.2517657,-49.9408542
MARÍLIA,1,139,EE PROF CARLOTA DE NEGREIROS ROCHA,-22.224271,-49.9412177
OSVALDO CRUZ,1,112,EE PROFA MARIA APARECIDA LOPES,-21.7974634,-50.8955461
PRESIDENTE PRUDENTE,1,102,E.E. CLOTILDE VEIGA DE BARROS,-22.14686,-51.3862251
RANCHARIA,1,97,EE. JOSÉ GIORGI,-22.2272722,-50.8834943
MARÍLIA,1,115, EE. PROFª REIKO UEMURA TSUNOKAWA,-22.1718078,-49.9582154
PRESIDENTE PRUDENTE,1,134,E. E. PROFº HUGO MIELE,-22.1120854,-51.3923448
MARÍLIA,1,327,EMEF PROF. ANTÔNIO MORAL,-22.2609965,-49.9285282
MARÍLIA,1,299,EMEF PROF. AMAURY PACHECO,-22.206582,-49.9704816
MARÍLIA,1,312,EE PROF. ANTÔNIO GOMES DE OLIVEIRA,-22.2079766,-49.9592632
MARÍLIA,1,111,E.E. PROFª RUTH MAMEDE DE GODOY ,-21.9965033,-49.977764
DRACENA,1,11,EE ENG ISAC PEREIRA GARCEZ,-21.4844021,-51.5313189
PARAPUÃ,1,77,EE DE PARAPUA,-21.778316,-50.7940589
PRESIDENTE PRUDENTE,1,216,E.M. ANTÔNIO ZACARIAS,-22.1236937,-51.4236348
PRESIDENTE PRUDENTE,1,152,COLÉGIO ÁTOMO,-22.1234485,-51.4197442
RANCHARIA,1,21,EE. DOM ANTONIO JOSÉ DOS SANTOS,-22.2280026,-50.8917407
MARÍLIA,1,128,EE. VEREADOR SEBASTIÃO MÔNACO,-22.2218538,-49.9710231
MARÍLIA,1,234,EE. VEREADOR SEBASTIÃO MÔNACO,-22.2218538,-49.9710231
PRESIDENTE PRUDENTE,1,89,EM. PROFª MARIA DO SOCORRO BRITO DE ALMEIDA,-22.1140597,-51.432782
PRESIDENTE PRUDENTE,1,12,E.E. FLORIVALDO LEAL,-22.1292137,-51.3941376
PRESIDENTE PRUDENTE,1,127,E.M. PROF. JOSÉ CARLOS JOÃO,-22.1422103,-51.391758
PRESIDENTE PRUDENTE,1,178,E.E. MARIA LUIZA FORMOZINHO RIBEIRO,-22.1223496,-51.400154
PRESIDENTE PRUDENTE,1,60,E.M.  JOÃO SEBASTIÃO LISBOA,-22.1223398,-51.4003314
PRESIDENTE PRUDENTE,1,33,E.E. MONSENHOR SARRION,-22.1337902,-51.3914742
PRESIDENTE PRUDENTE,1,35,E.E. MONSENHOR SARRION,-22.1337902,-51.3914742
MARÍLIA,1,218,EE JOSÉ ALFREDO DE ALMEIDA,-22.2421679,-49.9311115
PRESIDENTE PRUDENTE,1,185,E.E. ANTÔNIO FIORAVANTE DE MENEZES,-22.1297893,-51.3830708
PRESIDENTE PRUDENTE,1,190,FATEC. - PRESIDENTE PRUDENTE,-22.1394318,-51.3843645
MARÍLIA,1,134,E.E. PROFª AMÉLIA LOPES ANDERS ,-22.1691793,-49.971775
MARÍLIA,1,265,EMEF PROF. ANTÔNIO MORAL,-22.2609965,-49.9285282
MARÍLIA,1,162,E.E. PROFº BENITO MARTINELLI,-22.1519235,-49.961232
MARÍLIA,1,406,COLÉGIO ÁGUA VIVA,-22.2331943,-49.9362083
MARÍLIA,1,369,COLÉGIO INTERAÇÃO,-22.2217354,-49.9431091
MARÍLIA,1,380,EE. NASIB CURY,-22.2496488,-49.9439296
TUPÃ,1,43,EE. PROF. SEBASTIÃO TEIXEIRA PINTO,-21.9384359,-50.5053357
MARÍLIA,1,135,E.E. PROF NELSON CABRINI,-22.2392815,-49.9175064
MARÍLIA,1,392,EMEI CRECHE - PINGO DE GENTE,-22.2399353,-49.9342782
MARÍLIA,1,353,EE. PROFA. ORACINA CORREA DE MORAES RODINE,-22.2025579,-49.9681609
MARÍLIA,1,148,COLÉGIO CRISTO REI,-22.2077714,-49.9403623
RANCHARIA,1,79,EE. DOM ANTONIO JOSÉ DOS SANTOS,-22.2280026,-50.8917407
PRESIDENTE PRUDENTE,1,199,E.M. ANTÔNIO ZACARIAS,-22.1236937,-51.4236348
PRESIDENTE PRUDENTE,1,206,E.M.  JOÃO SEBASTIÃO LISBOA,-22.1223398,-51.4003314
MARÍLIA,1,213,EE JOSÉ AUGUSTO BARTHOLO - DISTR. AVENCAS,-22.272094,-50.1114255
MARÍLIA,1,196,EE. MONSENHOR BICUDO,-22.2229886,-49.9558914
RANCHARIA,1,15,EM. DR. JULIO LUCANT,-22.2271764,-50.8917237
RANCHARIA,1,85,EM. DONA MILOCA,-22.2309771,-50.8993541
PRESIDENTE PRUDENTE,1,230,E.E.  PROF. MIGUEL OMAR BARRETO,-22.1334587,-51.4383791
RANCHARIA,1,19,EM. DR. JULIO LUCANT,-22.2271764,-50.8917237
MARÍLIA,1,89,EE JOSÉ ALFREDO DE ALMEIDA,-22.2421679,-49.9311115
MARÍLIA,1,55,E.E. PROF ANTONIO REGINATO,-22.1809221,-49.9602274
MARÍLIA,1,405,EMEF NIVANDO MARIANO DOS SANTOS,-22.2544411,-49.9348909
PRESIDENTE PRUDENTE,1,200,E.M. IVO GARRIDO,-22.1024443,-51.433478
PRESIDENTE PRUDENTE,1,222,E.E.  PROF. MIGUEL OMAR BARRETO,-22.1334587,-51.4383791
RANCHARIA,1,72,EM. LUIZ DORINI,-22.2302582,-50.8758251
ADAMANTINA,1,110,ETE PROFESSOR EUDÉCIO LUIZ VICENTE,-21.6780524,-51.0694713
MARÍLIA,1,140,EE PROF CARLOTA DE NEGREIROS ROCHA,-22.224271,-49.9412177
TUPÃ,1,181,EE. LUIZ DE SOUZA LEÃO,-21.932653,-50.5022959
PARAPUÃ,1,37,EMEF PROFESSORA ZIZI PEREIRA DE SOUZA,-21.782315,-50.7888623
MARÍLIA,1,322,EMEF PROF. AMAURY PACHECO,-22.206582,-49.9704816
MARÍLIA,1,414,EMEFEI - CHICO XAVIER,-22.2369283,-49.9786711
PRESIDENTE PRUDENTE,1,10,E.E.  PROFª MARIA LUÍZA BASTOS,-22.132292,-51.4059708
OSVALDO CRUZ,1,10,ETEC AMIM JUNDI,-21.7914906,-50.8765847
PRESIDENTE PRUDENTE,1,138,E. M. ANTÔNIO MOREIRA LIMA,-22.1611826,-51.4550199
PRESIDENTE PRUDENTE,1,356,E. E. TEOFILO GONZAGA DA SANTA CRUZ,-22.0842638,-51.3972269
PRESIDENTE PRUDENTE,1,373,COLÉGIO COOPERATIVO,-22.0941292,-51.4273353
MARÍLIA,1,198,COLÉGIO CRIATIVO ,-22.2277428,-49.9257227
MARÍLIA,1,206, EE. PROFª REIKO UEMURA TSUNOKAWA,-22.1718078,-49.9582154
PARAPUÃ,1,101,CRECHE ESCOLA PEQUENO PRÍNCIPE,-21.779962,-50.7855859
PRESIDENTE PRUDENTE,1,255,E. E. DR. MARREY JUNIOR,-22.1068185,-51.3966115
TUPÃ,1,115,EE .PROF. IRENE RESINA MIGLIORUCCI,-21.9303421,-50.4944143
MARÍLIA,1,130,EMEF. PROFº ANTONIO RIBEIRO,-22.24905143,-49.92630542
MARÍLIA,1,191, EE. PROFª REIKO UEMURA TSUNOKAWA,-22.1718078,-49.9582154
MARÍLIA,1,285,EMEF. GOVERNADOR MÁRIO COVAS ,-22.1648765,-49.9749085
MARÍLIA,1,261,EMEF ROBERTO CAETANO CIMINO,-22.1629709,-49.9453475
MARÍLIA,1,393,COLÉGIO COMPACTO,-22.2209172,-49.9529096
OSVALDO CRUZ,1,127,SESI,-21.8008372,-50.8839758
PRESIDENTE PRUDENTE,1,61,E.M.  JOÃO SEBASTIÃO LISBOA,-22.1223398,-51.4003314
MARÍLIA,1,210,EMEI. CRECHE RODA PIÃO ,-22.1976708,-49.9529042
TUPÃ,1,50,EE. PROF.  ANÍSIO CARNEIRO,-21.9260699,-50.5106997
MARÍLIA,1,242,EMEI. PROFª LEDA APPARECIDA MARTINS CASADEI ,-22.1782177,-49.9642349
PRESIDENTE PRUDENTE,1,126,CENTRO EDUCACIONAL SESI 423,-22.1334065,-51.4490591
PRESIDENTE PRUDENTE,1,97,E. M. PROFª CATARINA MARTINS ARTERO,-22.1098776,-51.3813273
PRESIDENTE PRUDENTE,1,229,E.M. ANTÔNIO ZACARIAS,-22.1236937,-51.4236348
RANCHARIA,1,26,EE. DOM ANTONIO JOSÉ DOS SANTOS,-22.2280026,-50.8917407
RANCHARIA,1,35,EM. DONA MILOCA,-22.2309771,-50.8993541
MARÍLIA,1,60,E.E. PROF GERALDO ZANCOPÉ ,-22.196621,-49.9560244
MARÍLIA,1,397,EMEF NIVANDO MARIANO DOS SANTOS,-22.2544411,-49.9348909
ADAMANTINA,1,3,FACULDADES  ADAMANTINENSES INTEGRADAS - CAMPUS I,-21.6856842,-51.0798299
MARÍLIA,1,137,EE. PROFA. SYLVIA RIBEIRO DE CARVALHO,-22.2569532,-49.9294537
MARÍLIA,1,251,EE PROF. ANTÔNIO GOMES DE OLIVEIRA,-22.2079766,-49.9592632
MARÍLIA,1,381,EMEF NIVANDO MARIANO DOS SANTOS,-22.2544411,-49.9348909
TUPÃ,1,131,EE .PROF. IRENE RESINA MIGLIORUCCI,-21.9303421,-50.4944143
TUPÃ,1,176,EMEF. PROF. ODINIR MAGNANI,-21.9215103,-50.5308818
MARÍLIA,1,203,EMEI. CIRANDA CIRANDINHA,-22.1893749,-49.9568886
TUPÃ,1,54,EE. PROF.  ANÍSIO CARNEIRO,-21.9260699,-50.5106997
OSVALDO CRUZ,1,68,EE DOM BOSCO,-21.7964924,-50.8799394
LUCÉLIA,1,42,EE JOSE FIRPO,-1.0,-1.0
PRESIDENTE PRUDENTE,1,315,E. M. DEP. CARLOS CASTILHO CABRAL,-22.0992138,-51.3932933
DRACENA,1,106,EE ENG ISAC PEREIRA GARCEZ,-21.4844021,-51.5313189
DRACENA,1,2,EMEFI JOAO VENDRAMINI,-21.4832305,-51.5344182
PRESIDENTE PRUDENTE,1,68,E.E. MARIA LUIZA FORMOZINHO RIBEIRO,-22.1223496,-51.400154
DRACENA,1,27,EE 9 DE JULHO,-21.4897513,-51.5253035
DRACENA,1,41,EMEFI PROFA LUIZA ROSSA RIBEIRO,-21.4872018,-51.5460907
ADAMANTINA,1,35,EMEF. PROFESSORA TERUYO KIKUTA,-21.683468,-51.0678073
MARÍLIA,1,359,EE GEÓGRAFA EMICO MATSUMOTO,-22.253256,-49.9271483
ADAMANTINA,1,97,EMEF. PROFESSOR EURICO LEITE DE MORAES,-21.6593842,-51.0850649
RANCHARIA,1,63,EM. DR. JULIO LUCANT,-22.2271764,-50.8917237
PRESIDENTE PRUDENTE,1,98,E.E. ANTÔNIO FIORAVANTE DE MENEZES,-22.1297893,-51.3830708
MARÍLIA,1,22,INSTITUTO DAS APÓSTOLAS SAGRADO CORAÇÃO DE JESUS,-22.2132291,-49.9478041
PRESIDENTE PRUDENTE,1,386,TOLEDO PRUDENTE CENTRO UNIVERSITÁRIO - BLOCO 01,-22.1142343,-51.3760963
PRESIDENTE PRUDENTE,1,378,E. E. TEOFILO GONZAGA DA SANTA CRUZ,-22.0842638,-51.3972269
PRESIDENTE PRUDENTE,1,392,E. E. TEOFILO GONZAGA DA SANTA CRUZ,-22.0842638,-51.3972269
PRESIDENTE PRUDENTE,1,67,E.E. MARIA LUIZA FORMOZINHO RIBEIRO,-22.1223496,-51.400154
PRESIDENTE PRUDENTE,1,226,E.E. ORACY MATRICARDI PROF,-22.1529291,-51.4518848
MARÍLIA,1,99, E.E. PROFª MARIA CECÍLIA FERRAZ DE FREITAS ,-22.2458311,-49.927021
MARÍLIA,1,49,E.E. PROF ANTONIO REGINATO,-22.1809221,-49.9602274
MARÍLIA,1,170,EMEF. PROFª NICÁCIA GARCIA GIL,-22.246563,-49.9168576
MARÍLIA,1,272,EMEF. GOVERNADOR MÁRIO COVAS ,-22.1648765,-49.9749085
DRACENA,1,87,EE PROFA JULIETA GUEDES DE MENDONCA,-21.4935667,-51.5381708
PRESIDENTE PRUDENTE,1,284,COLÉGIO CHAMPAGNAT,-22.1177263,-51.390203
MARÍLIA,1,188, EMEF. PROFº AMÉRICO CAPELOZZA,-22.1821404,-49.9545302
LUCÉLIA,1,46,EMEF.  PROFA SOLEDADE DOMINGUES IGLESIA,-1.0,-1.0
PRESIDENTE PRUDENTE,1,87,E. M. CEL. JOSÉ SOARES MARCONDES,-22.1196413,-51.3838301
TUPÃ,1,55,EE. PROF.  ANÍSIO CARNEIRO,-21.9260699,-50.5106997
OSVALDO CRUZ,1,116,EMEFI DOUTOR GETULIO VARGAS,-21.7999407,-50.8724599
ADAMANTINA,1,10,EE. PROFESSORA FLEURIDES CAVALLINI MENECHINO,-21.6930535,-51.0701944
LUCÉLIA,1,17,EMEF PROFA MARIA DO CARMO DE MENEZES MENDONCA,-1.0,-1.0
MARÍLIA,1,372,COLÉGIO DR. BEZERRA DE MENEZES,-22.2104647,-49.9592914
MARÍLIA,1,260, EMEF. PROFª RENY PEREIRA CORDEIRO,-22.2381417,-49.9154975
MARÍLIA,1,85,E.E. PROF AMILCARE MATTEI,-22.2103362,-49.9373812
PRESIDENTE PRUDENTE,1,383,E.M. PROFª JOVITA TERIN,-22.0870122,-51.3831653
PRESIDENTE PRUDENTE,1,372,E.M. PROFª JOVITA TERIN,-22.0870122,-51.3831653
MARÍLIA,1,217,EMEF. PROFº ISALTINO DE CAMPOS,-22.1473366,-49.9599627
MARÍLIA,1,237,EE JOSÉ ALFREDO DE ALMEIDA,-22.2421679,-49.9311115
MARÍLIA,1,385,EE. VEREADOR SEBASTIÃO MÔNACO,-22.2218538,-49.9710231
MARÍLIA,1,355,EE. VEREADOR SEBASTIÃO MÔNACO,-22.2218538,-49.9710231
MARÍLIA,1,11,INSTITUTO DAS APÓSTOLAS SAGRADO CORAÇÃO DE JESUS,-22.2132291,-49.9478041
ADAMANTINA,1,22,EE. HELEN KELLER,-21.6924798,-51.069082
OSVALDO CRUZ,1,56,COLÉGIO APOLO,-21.7991197,-50.8734154
PRESIDENTE PRUDENTE,1,21,E.E. FLORIVALDO LEAL,-22.1292137,-51.3941376
PRESIDENTE PRUDENTE,1,214,E. M.  PROFª ALAYDE TORTORELLA FARIA MOTTA,-22.1449412,-51.3827502
MARÍLIA,1,338,EMEF PROF. AMAURY PACHECO,-22.206582,-49.9704816
TUPÃ,1,135,EE. DR. LÉLIO TOLEDO  PIZA E ALMEIDA,-21.9385669,-50.5163101
MARÍLIA,1,84,E.E. PROF AMILCARE MATTEI,-22.2103362,-49.9373812
PRESIDENTE PRUDENTE,1,239,E. E. FERNANDO COSTA,-22.1204416,-51.3881245
PRESIDENTE PRUDENTE,1,139,E.E.  PROF.  PLACÍDIO BRAGA NOGUEIRA,-22.1390421,-51.3756213
MARÍLIA,1,298,COLÉGIO INTERAÇÃO,-22.2217354,-49.9431091
ADAMANTINA,1,93,EMEF. NAVARRO DE ANDRADE,-21.6891015,-51.0798656
MARÍLIA,1,303,EMEF PROFª  GERALDA CESAR VILARDI,-22.2153217,-49.9768754
OSVALDO CRUZ,1,27,COLÉGIO APOLO,-21.7991197,-50.8734154
MARÍLIA,1,351,EMEF PROF. ANTÔNIO MORAL,-22.2609965,-49.9285282
ADAMANTINA,1,119,FACULDADES  ADAMANTINENSES INTEGRADAS - CAMPUS I,-21.6856842,-51.0798299
PRESIDENTE PRUDENTE,1,184,E.E. PROF. JOEL ANTÔNIO DE LIMA GENÉSIO,-22.1142667,-51.4263585
PRESIDENTE PRUDENTE,1,225,E. M.  PROFª ALAYDE TORTORELLA FARIA MOTTA,-22.1449412,-51.3827502
PRESIDENTE PRUDENTE,1,97,E.E. ANTÔNIO FIORAVANTE DE MENEZES,-22.1297893,-51.3830708
MARÍLIA,1,426,EMEI BRANCA DE NEVE,-22.1558824,-50.00883
MARÍLIA,1,391,COLÉGIO INTERAÇÃO,-22.2217354,-49.9431091
MARÍLIA,1,119, EE. PROFª REIKO UEMURA TSUNOKAWA,-22.1718078,-49.9582154
PRESIDENTE PRUDENTE,1,267,COLÉGIO CRISTO REI,-22.1201108,-51.3886873
MARÍLIA,1,280,EMEF. PROFª CECÍLIA ALVES GUELPA,-22.1725289,-49.9504075
TUPÃ,1,41,EE. PROF. SEBASTIÃO TEIXEIRA PINTO,-21.9384359,-50.5053357
MARÍLIA,1,265,COLÉGIO CRISTO REI,-22.2077714,-49.9403623
MARÍLIA,1,267,E.E. DR. WALDEMAR MONIZ DA ROCHA BARROS ,-22.2032502,-49.9489875
PRESIDENTE PRUDENTE,1,40,E.E. MONSENHOR SARRION,-22.1337902,-51.3914742
PRESIDENTE PRUDENTE,1,142,CENTRO EDUCACIONAL SESI 423,-22.1334065,-51.4490591
PRESIDENTE PRUDENTE,1,76,E.E. PROFª. MIRELLA PESCE DESIDERE,-22.1100781,-51.429227
PRESIDENTE PRUDENTE,1,317,E. M. PROFº OCYR AZEVEDO,-22.1097216,-51.4125136
MARÍLIA,1,8,E.E. DR. WALDEMAR MONIZ DA ROCHA BARROS ,-22.2032502,-49.9489875
DRACENA,1,107,EMEFI PROFA LUIZA ROSSA RIBEIRO,-21.4872018,-51.5460907
MARÍLIA,1,284,EMEF PROF PAULO REGLUS NEVES FREIRE,-22.2517657,-49.9408542
PRESIDENTE PRUDENTE,1,254,CENTRO EDUCACIONAL SESI 423,-22.1334065,-51.4490591
PRESIDENTE PRUDENTE,1,274,FATEC. - PRESIDENTE PRUDENTE,-22.1394318,-51.3843645
MARÍLIA,1,262,EMEF. PROFª NICÁCIA GARCIA GIL,-22.246563,-49.9168576
RANCHARIA,1,20,EM. DR. JULIO LUCANT,-22.2271764,-50.8917237
MARÍLIA,1,110,EE. MONSENHOR BICUDO,-22.2229886,-49.9558914
TUPÃ,1,109,EE. LUIZ DE SOUZA LEÃO,-21.932653,-50.5022959
ADAMANTINA,1,103,EMEF. NAVARRO DE ANDRADE,-21.6891015,-51.0798656
PRESIDENTE PRUDENTE,1,175,E. M. DR. CARLOS BRAGA,-21.8023051,-51.2979936
MARÍLIA,1,415,EMEI BRANCA DE NEVE,-22.1558824,-50.00883
OSVALDO CRUZ,1,108,ETEC AMIM JUNDI,-21.7914906,-50.8765847
MARÍLIA,1,235,EMEF. PROFº OLÍMPIO CRUZ,-22.1549922,-49.9651432
PRESIDENTE PRUDENTE,1,389,E.M. PROFª ELIANE TADIOTTO DE ARAUJO,-22.0792295,-51.3816971
MARÍLIA,1,64,EE GABRIEL MONTEIRO DA SILVA,-22.2157852,-49.9542383
MARÍLIA,1,238,EE GEÓGRAFA EMICO MATSUMOTO,-22.253256,-49.9271483
MARÍLIA,1,267,EMEF PROF. AMAURY PACHECO,-22.206582,-49.9704816
MARÍLIA,1,52,E.E. PROF ANTONIO REGINATO,-22.1809221,-49.9602274
MARÍLIA,1,119,COLÉGIO COMPACTO,-22.2209172,-49.9529096
PRESIDENTE PRUDENTE,1,283,COLÉGIO ANGLO PRUDENTINO,-22.1300136,-51.4088415
MARÍLIA,1,272,UNESP - UNIVERSIDADE ESTADUAL PAULISTA,-22.2330781,-49.9675271
OSVALDO CRUZ,1,62,ETEC AMIM JUNDI,-21.7914906,-50.8765847
OSVALDO CRUZ,1,55,COLÉGIO APOLO,-21.7991197,-50.8734154
DRACENA,1,97,FACULDADE REGES,-21.5033029,-51.542601
PRESIDENTE PRUDENTE,1,9,E.E.  PROFª MARIA LUÍZA BASTOS,-22.132292,-51.4059708
TUPÃ,1,98,EE. LUIZ DE SOUZA LEÃO,-21.932653,-50.5022959
LUCÉLIA,1,41,EMEF.  PROFA SOLEDADE DOMINGUES IGLESIA,-1.0,-1.0
TUPÃ,1,182,ETE. PROF.  MASSUYUKI KAWANO,-21.9388465,-50.5267171
MARÍLIA,1,95,E.E. ANTONIO AUGUSTO NETTO,-22.2395782,-49.9246842
MARÍLIA,1,326,EE MARIA ISABEL SAMPAIO VIDAL - DISTR. PADRE NÓBREGA,-22.1559696,-50.0083248
LUCÉLIA,1,8,EE JOSE FIRPO,-1.0,-1.0
TUPÃ,1,107,ETE. PROF.  MASSUYUKI KAWANO,-21.9388465,-50.5267171
ADAMANTINA,1,78,EE. PROFESSORA FLEURIDES CAVALLINI MENECHINO,-21.6930535,-51.0701944
MARÍLIA,1,402,EMEFEI - CHICO XAVIER,-22.2369283,-49.9786711
MARÍLIA,1,289,EMEF PROF. NELSON GABALDI,-22.2205414,-49.9722993
PARAPUÃ,1,119,EE DE PARAPUA,-21.778316,-50.7940589
MARÍLIA,1,175,COLÉGIO CRIATIVO ,-22.2277428,-49.9257227
PRESIDENTE PRUDENTE,1,243,TOLEDO PRUDENTE CENTRO UNIVERSITÁRIO - BLOCO 01,-22.1142343,-51.3760963
ADAMANTINA,1,91,EMEF. PROFESSOR EURICO LEITE DE MORAES,-21.6593842,-51.0850649
MARÍLIA,1,111,EE. MONSENHOR BICUDO,-22.2229886,-49.9558914
MARÍLIA,1,146,EMEF. PROFº OLÍMPIO CRUZ,-22.1549922,-49.9651432
PRESIDENTE PRUDENTE,1,409,COLÉGIO COOPERATIVO,-22.0941292,-51.4273353
PRESIDENTE PRUDENTE,1,390,E. M.  ROSANA NEGRÃO FREITAS DOS SANTOS,-22.0834271,-51.4316456
PRESIDENTE PRUDENTE,1,287,E. E. FERNANDO COSTA,-22.1204416,-51.3881245
PRESIDENTE PRUDENTE,1,295,COLÉGIO BRAGA MELLO,-22.107037,-51.3978385
PRESIDENTE PRUDENTE,1,259,CENTRO EDUCACIONAL SESI 423,-22.1334065,-51.4490591
PRESIDENTE PRUDENTE,1,92,COLÉGIO ÁTOMO,-22.1234485,-51.4197442
RANCHARIA,1,92,EE. JOÃO PEREZ SANTOS,-22.5322111,-50.9114426
