NR_TURNO,NM_MUNICIPIO,NR_SECAO,DS_CARGO_PERGUNTA,SG_PARTIDO,QT_APTOS,QT_COMPARECIMENTO,QT_ABSTENCOES,DS_TIPO_VOTAVEL,NM_VOTAVEL,QT_VOTOS
1,MARÍLIA,272,Prefeito,PT,339,234,105,Nominal,PROFESSOR JUVENAL,7
1,MARÍLIA,272,Prefeito,PODE,339,234,105,Nominal,CAMARINHA,41
1,MARÍLIA,272,Prefeito,#NULO#,339,234,105,Nulo,Nulo,12
1,MARÍLIA,272,Prefeito,PSDB,339,234,105,Nominal,DANIEL ALONSO,112
1,MARÍLIA,272,Prefeito,PSOL,339,234,105,Nominal,NAYARA MAZINI,24
1,MARÍLIA,272,Prefeito,PDT,339,234,105,Nominal,ADÃO BRITO,1
1,MARÍLIA,272,Prefeito,#NULO#,339,234,105,Branco,Branco,19
1,MARÍLIA,272,Prefeito,PRTB,339,234,105,Nominal,JULIANO DA CAMPESTRE,13
1,MARÍLIA,272,Prefeito,PV,339,234,105,Nominal,CAPITÃO ELITON,5
1,MARÍLIA,273,Prefeito,PV,402,265,137,Nominal,CAPITÃO ELITON,7
1,MARÍLIA,273,Prefeito,PDT,402,265,137,Nominal,ADÃO BRITO,2
1,MARÍLIA,273,Prefeito,PRTB,402,265,137,Nominal,JULIANO DA CAMPESTRE,11
1,MARÍLIA,273,Prefeito,PT,402,265,137,Nominal,PROFESSOR JUVENAL,3
1,MARÍLIA,273,Prefeito,PSOL,402,265,137,Nominal,NAYARA MAZINI,16
1,MARÍLIA,273,Prefeito,PSDB,402,265,137,Nominal,DANIEL ALONSO,144
1,MARÍLIA,273,Prefeito,#NULO#,402,265,137,Branco,Branco,15
1,MARÍLIA,273,Prefeito,#NULO#,402,265,137,Nulo,Nulo,16
1,MARÍLIA,273,Prefeito,PSL,402,265,137,Nominal,REGIANE MELLO,2
1,MARÍLIA,273,Prefeito,PODE,402,265,137,Nominal,CAMARINHA,49
1,MARÍLIA,275,Prefeito,PCO,458,330,128,Nominal,LILIAN MIRANDA,1
1,MARÍLIA,275,Prefeito,PV,458,330,128,Nominal,CAPITÃO ELITON,6
1,MARÍLIA,275,Prefeito,PSOL,458,330,128,Nominal,NAYARA MAZINI,9
1,MARÍLIA,275,Prefeito,PT,458,330,128,Nominal,PROFESSOR JUVENAL,5
1,MARÍLIA,275,Prefeito,PDT,458,330,128,Nominal,ADÃO BRITO,4
1,MARÍLIA,275,Prefeito,PRTB,458,330,128,Nominal,JULIANO DA CAMPESTRE,18
1,MARÍLIA,275,Prefeito,PSDB,458,330,128,Nominal,DANIEL ALONSO,146
1,MARÍLIA,275,Prefeito,#NULO#,458,330,128,Branco,Branco,17
1,MARÍLIA,275,Prefeito,#NULO#,458,330,128,Nulo,Nulo,28
1,MARÍLIA,275,Prefeito,PODE,458,330,128,Nominal,CAMARINHA,96
1,MARÍLIA,276,Prefeito,PSOL,245,164,81,Nominal,NAYARA MAZINI,11
1,MARÍLIA,276,Prefeito,PODE,245,164,81,Nominal,CAMARINHA,35
1,MARÍLIA,276,Prefeito,PSL,245,164,81,Nominal,REGIANE MELLO,2
1,MARÍLIA,276,Prefeito,PSDB,245,164,81,Nominal,DANIEL ALONSO,85
1,MARÍLIA,276,Prefeito,#NULO#,245,164,81,Nulo,Nulo,15
1,MARÍLIA,276,Prefeito,#NULO#,245,164,81,Branco,Branco,6
1,MARÍLIA,276,Prefeito,PRTB,245,164,81,Nominal,JULIANO DA CAMPESTRE,7
1,MARÍLIA,276,Prefeito,PDT,245,164,81,Nominal,ADÃO BRITO,1
1,MARÍLIA,276,Prefeito,PV,245,164,81,Nominal,CAPITÃO ELITON,2
1,MARÍLIA,277,Prefeito,PRTB,387,272,115,Nominal,JULIANO DA CAMPESTRE,21
1,MARÍLIA,277,Prefeito,PSDB,387,272,115,Nominal,DANIEL ALONSO,82
1,MARÍLIA,277,Prefeito,#NULO#,387,272,115,Nulo,Nulo,22
1,MARÍLIA,277,Prefeito,#NULO#,387,272,115,Branco,Branco,11
1,MARÍLIA,277,Prefeito,PODE,387,272,115,Nominal,CAMARINHA,116
1,MARÍLIA,277,Prefeito,PSL,387,272,115,Nominal,REGIANE MELLO,2
1,MARÍLIA,277,Prefeito,PDT,387,272,115,Nominal,ADÃO BRITO,3
1,MARÍLIA,277,Prefeito,PV,387,272,115,Nominal,CAPITÃO ELITON,7
1,MARÍLIA,277,Prefeito,PSOL,387,272,115,Nominal,NAYARA MAZINI,8
1,MARÍLIA,278,Prefeito,PSOL,457,320,137,Nominal,NAYARA MAZINI,13
1,MARÍLIA,278,Prefeito,PT,457,320,137,Nominal,PROFESSOR JUVENAL,4
1,MARÍLIA,278,Prefeito,PSL,457,320,137,Nominal,REGIANE MELLO,3
1,MARÍLIA,278,Prefeito,PODE,457,320,137,Nominal,CAMARINHA,86
1,MARÍLIA,278,Prefeito,PSDB,457,320,137,Nominal,DANIEL ALONSO,148
1,MARÍLIA,278,Prefeito,#NULO#,457,320,137,Nulo,Nulo,22
1,MARÍLIA,278,Prefeito,PRTB,457,320,137,Nominal,JULIANO DA CAMPESTRE,26
1,MARÍLIA,278,Prefeito,PDT,457,320,137,Nominal,ADÃO BRITO,2
1,MARÍLIA,278,Prefeito,#NULO#,457,320,137,Branco,Branco,14
1,MARÍLIA,278,Prefeito,PV,457,320,137,Nominal,CAPITÃO ELITON,2
1,MARÍLIA,279,Prefeito,PV,435,315,120,Nominal,CAPITÃO ELITON,9
1,MARÍLIA,279,Prefeito,PCO,435,315,120,Nominal,LILIAN MIRANDA,1
1,MARÍLIA,279,Prefeito,PSOL,435,315,120,Nominal,NAYARA MAZINI,12
1,MARÍLIA,279,Prefeito,PT,435,315,120,Nominal,PROFESSOR JUVENAL,4
1,MARÍLIA,279,Prefeito,PRTB,435,315,120,Nominal,JULIANO DA CAMPESTRE,30
1,MARÍLIA,279,Prefeito,PSDB,435,315,120,Nominal,DANIEL ALONSO,132
1,MARÍLIA,279,Prefeito,PODE,435,315,120,Nominal,CAMARINHA,94
1,MARÍLIA,279,Prefeito,#NULO#,435,315,120,Nulo,Nulo,18
1,MARÍLIA,279,Prefeito,#NULO#,435,315,120,Branco,Branco,9
1,MARÍLIA,279,Prefeito,PSL,435,315,120,Nominal,REGIANE MELLO,3
1,MARÍLIA,279,Prefeito,PDT,435,315,120,Nominal,ADÃO BRITO,3
1,MARÍLIA,280,Prefeito,PV,406,288,118,Nominal,CAPITÃO ELITON,2
1,MARÍLIA,280,Prefeito,PCO,406,288,118,Nominal,LILIAN MIRANDA,1
1,MARÍLIA,280,Prefeito,PT,406,288,118,Nominal,PROFESSOR JUVENAL,2
1,MARÍLIA,280,Prefeito,PSOL,406,288,118,Nominal,NAYARA MAZINI,7
1,MARÍLIA,280,Prefeito,PRTB,406,288,118,Nominal,JULIANO DA CAMPESTRE,26
1,MARÍLIA,280,Prefeito,PDT,406,288,118,Nominal,ADÃO BRITO,2
1,MARÍLIA,280,Prefeito,PODE,406,288,118,Nominal,CAMARINHA,95
1,MARÍLIA,280,Prefeito,#NULO#,406,288,118,Nulo,Nulo,24
1,MARÍLIA,280,Prefeito,PSL,406,288,118,Nominal,REGIANE MELLO,2
1,MARÍLIA,280,Prefeito,PSDB,406,288,118,Nominal,DANIEL ALONSO,109
1,MARÍLIA,280,Prefeito,#NULO#,406,288,118,Branco,Branco,18
1,MARÍLIA,281,Prefeito,PV,422,308,114,Nominal,CAPITÃO ELITON,3
1,MARÍLIA,281,Prefeito,PT,422,308,114,Nominal,PROFESSOR JUVENAL,4
1,MARÍLIA,281,Prefeito,PSOL,422,308,114,Nominal,NAYARA MAZINI,23
1,MARÍLIA,281,Prefeito,PODE,422,308,114,Nominal,CAMARINHA,57
1,MARÍLIA,281,Prefeito,PSL,422,308,114,Nominal,REGIANE MELLO,3
1,MARÍLIA,281,Prefeito,PDT,422,308,114,Nominal,ADÃO BRITO,1
1,MARÍLIA,281,Prefeito,PRTB,422,308,114,Nominal,JULIANO DA CAMPESTRE,21
1,MARÍLIA,281,Prefeito,#NULO#,422,308,114,Nulo,Nulo,33
1,MARÍLIA,281,Prefeito,PSDB,422,308,114,Nominal,DANIEL ALONSO,146
1,MARÍLIA,281,Prefeito,#NULO#,422,308,114,Branco,Branco,17
1,MARÍLIA,284,Prefeito,#NULO#,433,319,114,Branco,Branco,31
1,MARÍLIA,284,Prefeito,#NULO#,433,319,114,Nulo,Nulo,26
1,MARÍLIA,284,Prefeito,PSDB,433,319,114,Nominal,DANIEL ALONSO,107
1,MARÍLIA,284,Prefeito,PDT,433,319,114,Nominal,ADÃO BRITO,1
1,MARÍLIA,284,Prefeito,PRTB,433,319,114,Nominal,JULIANO DA CAMPESTRE,16
1,MARÍLIA,284,Prefeito,PV,433,319,114,Nominal,CAPITÃO ELITON,4
1,MARÍLIA,284,Prefeito,PSL,433,319,114,Nominal,REGIANE MELLO,2
1,MARÍLIA,284,Prefeito,PODE,433,319,114,Nominal,CAMARINHA,115
1,MARÍLIA,284,Prefeito,PT,433,319,114,Nominal,PROFESSOR JUVENAL,3
1,MARÍLIA,284,Prefeito,PSOL,433,319,114,Nominal,NAYARA MAZINI,14
1,MARÍLIA,285,Prefeito,PV,448,318,130,Nominal,CAPITÃO ELITON,3
1,MARÍLIA,285,Prefeito,PSOL,448,318,130,Nominal,NAYARA MAZINI,16
1,MARÍLIA,285,Prefeito,PT,448,318,130,Nominal,PROFESSOR JUVENAL,1
1,MARÍLIA,285,Prefeito,#NULO#,448,318,130,Branco,Branco,13
1,MARÍLIA,285,Prefeito,PRTB,448,318,130,Nominal,JULIANO DA CAMPESTRE,31
1,MARÍLIA,285,Prefeito,PDT,448,318,130,Nominal,ADÃO BRITO,1
1,MARÍLIA,285,Prefeito,PODE,448,318,130,Nominal,CAMARINHA,53
1,MARÍLIA,285,Prefeito,PSL,448,318,130,Nominal,REGIANE MELLO,5
1,MARÍLIA,285,Prefeito,#NULO#,448,318,130,Nulo,Nulo,26
1,MARÍLIA,285,Prefeito,PSDB,448,318,130,Nominal,DANIEL ALONSO,169
1,MARÍLIA,288,Prefeito,#NULO#,430,313,117,Nulo,Nulo,29
1,MARÍLIA,288,Prefeito,PRTB,430,313,117,Nominal,JULIANO DA CAMPESTRE,19
1,MARÍLIA,288,Prefeito,PSDB,430,313,117,Nominal,DANIEL ALONSO,129
1,MARÍLIA,288,Prefeito,#NULO#,430,313,117,Branco,Branco,15
1,MARÍLIA,288,Prefeito,PDT,430,313,117,Nominal,ADÃO BRITO,1
1,MARÍLIA,288,Prefeito,PV,430,313,117,Nominal,CAPITÃO ELITON,4
1,MARÍLIA,288,Prefeito,PSL,430,313,117,Nominal,REGIANE MELLO,3
1,MARÍLIA,288,Prefeito,PODE,430,313,117,Nominal,CAMARINHA,90
1,MARÍLIA,288,Prefeito,PSOL,430,313,117,Nominal,NAYARA MAZINI,18
1,MARÍLIA,288,Prefeito,PT,430,313,117,Nominal,PROFESSOR JUVENAL,5
1,MARÍLIA,289,Prefeito,PDT,459,332,127,Nominal,ADÃO BRITO,1
1,MARÍLIA,289,Prefeito,PV,459,332,127,Nominal,CAPITÃO ELITON,3
1,MARÍLIA,289,Prefeito,PRTB,459,332,127,Nominal,JULIANO DA CAMPESTRE,26
1,MARÍLIA,289,Prefeito,#NULO#,459,332,127,Nulo,Nulo,21
1,MARÍLIA,289,Prefeito,#NULO#,459,332,127,Branco,Branco,25
1,MARÍLIA,289,Prefeito,PSDB,459,332,127,Nominal,DANIEL ALONSO,137
1,MARÍLIA,289,Prefeito,PSOL,459,332,127,Nominal,NAYARA MAZINI,14
1,MARÍLIA,289,Prefeito,PODE,459,332,127,Nominal,CAMARINHA,98
1,MARÍLIA,289,Prefeito,PSL,459,332,127,Nominal,REGIANE MELLO,4
1,MARÍLIA,289,Prefeito,PT,459,332,127,Nominal,PROFESSOR JUVENAL,3
1,MARÍLIA,290,Prefeito,PV,387,287,100,Nominal,CAPITÃO ELITON,1
1,MARÍLIA,290,Prefeito,#NULO#,387,287,100,Branco,Branco,24
1,MARÍLIA,290,Prefeito,PRTB,387,287,100,Nominal,JULIANO DA CAMPESTRE,26
1,MARÍLIA,290,Prefeito,PODE,387,287,100,Nominal,CAMARINHA,108
1,MARÍLIA,290,Prefeito,#NULO#,387,287,100,Nulo,Nulo,21
1,MARÍLIA,290,Prefeito,PSDB,387,287,100,Nominal,DANIEL ALONSO,94
1,MARÍLIA,290,Prefeito,PT,387,287,100,Nominal,PROFESSOR JUVENAL,1
1,MARÍLIA,290,Prefeito,PSOL,387,287,100,Nominal,NAYARA MAZINI,9
1,MARÍLIA,290,Prefeito,PDT,387,287,100,Nominal,ADÃO BRITO,3
1,MARÍLIA,291,Prefeito,PDT,349,256,93,Nominal,ADÃO BRITO,1
1,MARÍLIA,291,Prefeito,PSOL,349,256,93,Nominal,NAYARA MAZINI,7
1,MARÍLIA,291,Prefeito,PT,349,256,93,Nominal,PROFESSOR JUVENAL,4
1,MARÍLIA,291,Prefeito,PRTB,349,256,93,Nominal,JULIANO DA CAMPESTRE,16
1,MARÍLIA,291,Prefeito,#NULO#,349,256,93,Branco,Branco,14
1,MARÍLIA,291,Prefeito,PSL,349,256,93,Nominal,REGIANE MELLO,2
1,MARÍLIA,291,Prefeito,PSDB,349,256,93,Nominal,DANIEL ALONSO,88
1,MARÍLIA,291,Prefeito,#NULO#,349,256,93,Nulo,Nulo,22
1,MARÍLIA,291,Prefeito,PODE,349,256,93,Nominal,CAMARINHA,102
1,MARÍLIA,292,Prefeito,PODE,340,246,94,Nominal,CAMARINHA,85
1,MARÍLIA,292,Prefeito,PSDB,340,246,94,Nominal,DANIEL ALONSO,100
1,MARÍLIA,292,Prefeito,#NULO#,340,246,94,Nulo,Nulo,17
1,MARÍLIA,292,Prefeito,PV,340,246,94,Nominal,CAPITÃO ELITON,3
1,MARÍLIA,292,Prefeito,PRTB,340,246,94,Nominal,JULIANO DA CAMPESTRE,14
1,MARÍLIA,292,Prefeito,PDT,340,246,94,Nominal,ADÃO BRITO,2
1,MARÍLIA,292,Prefeito,PSOL,340,246,94,Nominal,NAYARA MAZINI,7
1,MARÍLIA,292,Prefeito,#NULO#,340,246,94,Branco,Branco,18
1,MARÍLIA,293,Prefeito,PCO,292,211,81,Nominal,LILIAN MIRANDA,2
1,MARÍLIA,293,Prefeito,PV,292,211,81,Nominal,CAPITÃO ELITON,3
1,MARÍLIA,293,Prefeito,PT,292,211,81,Nominal,PROFESSOR JUVENAL,1
1,MARÍLIA,293,Prefeito,PSOL,292,211,81,Nominal,NAYARA MAZINI,13
1,MARÍLIA,293,Prefeito,PSDB,292,211,81,Nominal,DANIEL ALONSO,112
1,MARÍLIA,293,Prefeito,PRTB,292,211,81,Nominal,JULIANO DA CAMPESTRE,12
1,MARÍLIA,293,Prefeito,#NULO#,292,211,81,Nulo,Nulo,18
1,MARÍLIA,293,Prefeito,#NULO#,292,211,81,Branco,Branco,9
1,MARÍLIA,293,Prefeito,PODE,292,211,81,Nominal,CAMARINHA,41
1,MARÍLIA,295,Prefeito,PDT,435,311,124,Nominal,ADÃO BRITO,1
1,MARÍLIA,295,Prefeito,PCO,435,311,124,Nominal,LILIAN MIRANDA,1
1,MARÍLIA,295,Prefeito,PV,435,311,124,Nominal,CAPITÃO ELITON,8
1,MARÍLIA,295,Prefeito,PSOL,435,311,124,Nominal,NAYARA MAZINI,12
1,MARÍLIA,295,Prefeito,PSL,435,311,124,Nominal,REGIANE MELLO,3
1,MARÍLIA,295,Prefeito,PT,435,311,124,Nominal,PROFESSOR JUVENAL,3
1,MARÍLIA,295,Prefeito,PODE,435,311,124,Nominal,CAMARINHA,104
1,MARÍLIA,295,Prefeito,PRTB,435,311,124,Nominal,JULIANO DA CAMPESTRE,19
1,MARÍLIA,295,Prefeito,#NULO#,435,311,124,Branco,Branco,11
1,MARÍLIA,295,Prefeito,#NULO#,435,311,124,Nulo,Nulo,26
1,MARÍLIA,295,Prefeito,PSDB,435,311,124,Nominal,DANIEL ALONSO,123
1,MARÍLIA,298,Prefeito,#NULO#,292,194,98,Nulo,Nulo,17
1,MARÍLIA,298,Prefeito,PODE,292,194,98,Nominal,CAMARINHA,48
1,MARÍLIA,298,Prefeito,PSDB,292,194,98,Nominal,DANIEL ALONSO,90
1,MARÍLIA,298,Prefeito,#NULO#,292,194,98,Branco,Branco,6
1,MARÍLIA,298,Prefeito,PDT,292,194,98,Nominal,ADÃO BRITO,1
1,MARÍLIA,298,Prefeito,PRTB,292,194,98,Nominal,JULIANO DA CAMPESTRE,9
1,MARÍLIA,298,Prefeito,PV,292,194,98,Nominal,CAPITÃO ELITON,3
1,MARÍLIA,298,Prefeito,PSOL,292,194,98,Nominal,NAYARA MAZINI,20
1,MARÍLIA,299,Prefeito,PV,273,199,74,Nominal,CAPITÃO ELITON,5
1,MARÍLIA,299,Prefeito,PSOL,273,199,74,Nominal,NAYARA MAZINI,5
1,MARÍLIA,299,Prefeito,PSL,273,199,74,Nominal,REGIANE MELLO,2
1,MARÍLIA,299,Prefeito,PODE,273,199,74,Nominal,CAMARINHA,59
1,MARÍLIA,299,Prefeito,PT,273,199,74,Nominal,PROFESSOR JUVENAL,4
1,MARÍLIA,299,Prefeito,#NULO#,273,199,74,Nulo,Nulo,19
1,MARÍLIA,299,Prefeito,#NULO#,273,199,74,Branco,Branco,11
1,MARÍLIA,299,Prefeito,PSDB,273,199,74,Nominal,DANIEL ALONSO,76
1,MARÍLIA,299,Prefeito,PRTB,273,199,74,Nominal,JULIANO DA CAMPESTRE,18
1,MARÍLIA,300,Prefeito,PSDB,402,292,110,Nominal,DANIEL ALONSO,89
1,MARÍLIA,300,Prefeito,#NULO#,402,292,110,Branco,Branco,17
1,MARÍLIA,300,Prefeito,#NULO#,402,292,110,Nulo,Nulo,22
1,MARÍLIA,300,Prefeito,PODE,402,292,110,Nominal,CAMARINHA,129
1,MARÍLIA,300,Prefeito,PSL,402,292,110,Nominal,REGIANE MELLO,2
1,MARÍLIA,300,Prefeito,PRTB,402,292,110,Nominal,JULIANO DA CAMPESTRE,20
1,MARÍLIA,300,Prefeito,PDT,402,292,110,Nominal,ADÃO BRITO,1
1,MARÍLIA,300,Prefeito,PV,402,292,110,Nominal,CAPITÃO ELITON,2
1,MARÍLIA,300,Prefeito,PSOL,402,292,110,Nominal,NAYARA MAZINI,8
1,MARÍLIA,300,Prefeito,PT,402,292,110,Nominal,PROFESSOR JUVENAL,2
1,MARÍLIA,301,Prefeito,PT,345,257,88,Nominal,PROFESSOR JUVENAL,1
1,MARÍLIA,301,Prefeito,PSOL,345,257,88,Nominal,NAYARA MAZINI,5
1,MARÍLIA,301,Prefeito,PODE,345,257,88,Nominal,CAMARINHA,79
1,MARÍLIA,301,Prefeito,PSL,345,257,88,Nominal,REGIANE MELLO,2
1,MARÍLIA,301,Prefeito,#NULO#,345,257,88,Nulo,Nulo,24
1,MARÍLIA,301,Prefeito,PSDB,345,257,88,Nominal,DANIEL ALONSO,111
1,MARÍLIA,301,Prefeito,#NULO#,345,257,88,Branco,Branco,10
1,MARÍLIA,301,Prefeito,PRTB,345,257,88,Nominal,JULIANO DA CAMPESTRE,21
1,MARÍLIA,301,Prefeito,PCO,345,257,88,Nominal,LILIAN MIRANDA,1
1,MARÍLIA,301,Prefeito,PV,345,257,88,Nominal,CAPITÃO ELITON,3
1,MARÍLIA,302,Prefeito,PSOL,331,217,114,Nominal,NAYARA MAZINI,7
1,MARÍLIA,302,Prefeito,PODE,331,217,114,Nominal,CAMARINHA,89
1,MARÍLIA,302,Prefeito,#NULO#,331,217,114,Nulo,Nulo,14
1,MARÍLIA,302,Prefeito,#NULO#,331,217,114,Branco,Branco,13
1,MARÍLIA,302,Prefeito,PSDB,331,217,114,Nominal,DANIEL ALONSO,72
1,MARÍLIA,302,Prefeito,PRTB,331,217,114,Nominal,JULIANO DA CAMPESTRE,22
1,MARÍLIA,303,Prefeito,PV,355,288,67,Nominal,CAPITÃO ELITON,11
1,MARÍLIA,303,Prefeito,PSOL,355,288,67,Nominal,NAYARA MAZINI,9
1,MARÍLIA,303,Prefeito,PT,355,288,67,Nominal,PROFESSOR JUVENAL,2
1,MARÍLIA,303,Prefeito,PSL,355,288,67,Nominal,REGIANE MELLO,4
1,MARÍLIA,303,Prefeito,PSDB,355,288,67,Nominal,DANIEL ALONSO,143
1,MARÍLIA,303,Prefeito,#NULO#,355,288,67,Nulo,Nulo,23
1,MARÍLIA,303,Prefeito,#NULO#,355,288,67,Branco,Branco,11
1,MARÍLIA,303,Prefeito,PODE,355,288,67,Nominal,CAMARINHA,69
1,MARÍLIA,303,Prefeito,PRTB,355,288,67,Nominal,JULIANO DA CAMPESTRE,14
1,MARÍLIA,303,Prefeito,PDT,355,288,67,Nominal,ADÃO BRITO,2
1,MARÍLIA,305,Prefeito,PV,473,341,132,Nominal,CAPITÃO ELITON,11
1,MARÍLIA,305,Prefeito,PDT,473,341,132,Nominal,ADÃO BRITO,2
1,MARÍLIA,305,Prefeito,PSOL,473,341,132,Nominal,NAYARA MAZINI,30
1,MARÍLIA,305,Prefeito,PT,473,341,132,Nominal,PROFESSOR JUVENAL,7
1,MARÍLIA,305,Prefeito,#NULO#,473,341,132,Nulo,Nulo,14
1,MARÍLIA,305,Prefeito,PSDB,473,341,132,Nominal,DANIEL ALONSO,166
1,MARÍLIA,305,Prefeito,#NULO#,473,341,132,Branco,Branco,13
1,MARÍLIA,305,Prefeito,PRTB,473,341,132,Nominal,JULIANO DA CAMPESTRE,36
1,MARÍLIA,305,Prefeito,PSL,473,341,132,Nominal,REGIANE MELLO,3
1,MARÍLIA,305,Prefeito,PODE,473,341,132,Nominal,CAMARINHA,59
1,MARÍLIA,306,Prefeito,PDT,275,184,91,Nominal,ADÃO BRITO,2
1,MARÍLIA,306,Prefeito,#NULO#,275,184,91,Branco,Branco,14
1,MARÍLIA,306,Prefeito,#NULO#,275,184,91,Nulo,Nulo,12
1,MARÍLIA,306,Prefeito,PSDB,275,184,91,Nominal,DANIEL ALONSO,56
1,MARÍLIA,306,Prefeito,PRTB,275,184,91,Nominal,JULIANO DA CAMPESTRE,16
1,MARÍLIA,306,Prefeito,PSL,275,184,91,Nominal,REGIANE MELLO,1
1,MARÍLIA,306,Prefeito,PODE,275,184,91,Nominal,CAMARINHA,74
1,MARÍLIA,306,Prefeito,PT,275,184,91,Nominal,PROFESSOR JUVENAL,4
1,MARÍLIA,306,Prefeito,PSOL,275,184,91,Nominal,NAYARA MAZINI,5
1,MARÍLIA,307,Prefeito,PSOL,352,255,97,Nominal,NAYARA MAZINI,13
1,MARÍLIA,307,Prefeito,PT,352,255,97,Nominal,PROFESSOR JUVENAL,3
1,MARÍLIA,307,Prefeito,PDT,352,255,97,Nominal,ADÃO BRITO,3
1,MARÍLIA,307,Prefeito,#NULO#,352,255,97,Branco,Branco,8
1,MARÍLIA,307,Prefeito,#NULO#,352,255,97,Nulo,Nulo,22
1,MARÍLIA,307,Prefeito,PODE,352,255,97,Nominal,CAMARINHA,50
1,MARÍLIA,307,Prefeito,PRTB,352,255,97,Nominal,JULIANO DA CAMPESTRE,15
1,MARÍLIA,307,Prefeito,PSDB,352,255,97,Nominal,DANIEL ALONSO,136
1,MARÍLIA,307,Prefeito,PCO,352,255,97,Nominal,LILIAN MIRANDA,1
1,MARÍLIA,307,Prefeito,PV,352,255,97,Nominal,CAPITÃO ELITON,4
1,MARÍLIA,308,Prefeito,PT,244,178,66,Nominal,PROFESSOR JUVENAL,1
1,MARÍLIA,308,Prefeito,PSOL,244,178,66,Nominal,NAYARA MAZINI,9
1,MARÍLIA,308,Prefeito,PV,244,178,66,Nominal,CAPITÃO ELITON,2
1,MARÍLIA,308,Prefeito,PSDB,244,178,66,Nominal,DANIEL ALONSO,96
1,MARÍLIA,308,Prefeito,PODE,244,178,66,Nominal,CAMARINHA,28
1,MARÍLIA,308,Prefeito,#NULO#,244,178,66,Branco,Branco,11
1,MARÍLIA,308,Prefeito,PRTB,244,178,66,Nominal,JULIANO DA CAMPESTRE,13
1,MARÍLIA,308,Prefeito,PDT,244,178,66,Nominal,ADÃO BRITO,1
1,MARÍLIA,308,Prefeito,PSL,244,178,66,Nominal,REGIANE MELLO,2
1,MARÍLIA,308,Prefeito,#NULO#,244,178,66,Nulo,Nulo,15
1,MARÍLIA,310,Prefeito,PT,473,355,118,Nominal,PROFESSOR JUVENAL,6
1,MARÍLIA,310,Prefeito,PSOL,473,355,118,Nominal,NAYARA MAZINI,36
1,MARÍLIA,310,Prefeito,#NULO#,473,355,118,Branco,Branco,25
1,MARÍLIA,310,Prefeito,PRTB,473,355,118,Nominal,JULIANO DA CAMPESTRE,26
1,MARÍLIA,310,Prefeito,#NULO#,473,355,118,Nulo,Nulo,27
1,MARÍLIA,310,Prefeito,PSL,473,355,118,Nominal,REGIANE MELLO,2
1,MARÍLIA,310,Prefeito,PSDB,473,355,118,Nominal,DANIEL ALONSO,169
1,MARÍLIA,310,Prefeito,PODE,473,355,118,Nominal,CAMARINHA,49
1,MARÍLIA,310,Prefeito,PDT,473,355,118,Nominal,ADÃO BRITO,3
1,MARÍLIA,310,Prefeito,PCO,473,355,118,Nominal,LILIAN MIRANDA,1
1,MARÍLIA,310,Prefeito,PV,473,355,118,Nominal,CAPITÃO ELITON,11
1,MARÍLIA,311,Prefeito,PDT,455,368,87,Nominal,ADÃO BRITO,6
1,MARÍLIA,311,Prefeito,PV,455,368,87,Nominal,CAPITÃO ELITON,12
1,MARÍLIA,311,Prefeito,PT,455,368,87,Nominal,PROFESSOR JUVENAL,3
1,MARÍLIA,311,Prefeito,PSOL,455,368,87,Nominal,NAYARA MAZINI,11
1,MARÍLIA,311,Prefeito,PODE,455,368,87,Nominal,CAMARINHA,102
1,MARÍLIA,311,Prefeito,PSL,455,368,87,Nominal,REGIANE MELLO,3
1,MARÍLIA,311,Prefeito,#NULO#,455,368,87,Nulo,Nulo,35
1,MARÍLIA,311,Prefeito,PRTB,455,368,87,Nominal,JULIANO DA CAMPESTRE,27
1,MARÍLIA,311,Prefeito,PSDB,455,368,87,Nominal,DANIEL ALONSO,151
1,MARÍLIA,311,Prefeito,#NULO#,455,368,87,Branco,Branco,18
1,MARÍLIA,313,Prefeito,PV,323,231,92,Nominal,CAPITÃO ELITON,2
1,MARÍLIA,313,Prefeito,PSOL,323,231,92,Nominal,NAYARA MAZINI,10
1,MARÍLIA,313,Prefeito,PT,323,231,92,Nominal,PROFESSOR JUVENAL,1
1,MARÍLIA,313,Prefeito,PSL,323,231,92,Nominal,REGIANE MELLO,1
1,MARÍLIA,313,Prefeito,PODE,323,231,92,Nominal,CAMARINHA,95
1,MARÍLIA,313,Prefeito,#NULO#,323,231,92,Nulo,Nulo,20
1,MARÍLIA,313,Prefeito,PSDB,323,231,92,Nominal,DANIEL ALONSO,72
1,MARÍLIA,313,Prefeito,PRTB,323,231,92,Nominal,JULIANO DA CAMPESTRE,18
1,MARÍLIA,313,Prefeito,#NULO#,323,231,92,Branco,Branco,7
1,MARÍLIA,313,Prefeito,PDT,323,231,92,Nominal,ADÃO BRITO,5
1,MARÍLIA,315,Prefeito,PODE,406,282,124,Nominal,CAMARINHA,110
1,MARÍLIA,315,Prefeito,PSDB,406,282,124,Nominal,DANIEL ALONSO,101
1,MARÍLIA,315,Prefeito,#NULO#,406,282,124,Branco,Branco,22
1,MARÍLIA,315,Prefeito,PT,406,282,124,Nominal,PROFESSOR JUVENAL,2
1,MARÍLIA,315,Prefeito,PV,406,282,124,Nominal,CAPITÃO ELITON,1
1,MARÍLIA,315,Prefeito,PRTB,406,282,124,Nominal,JULIANO DA CAMPESTRE,24
