NR_TURNO,NM_MUNICIPIO,NR_SECAO,DS_CARGO_PERGUNTA,SG_PARTIDO,QT_APTOS,QT_COMPARECIMENTO,QT_ABSTENCOES,DS_TIPO_VOTAVEL,NM_VOTAVEL,QT_VOTOS
1,LUCÉLIA,6,Prefeito,PT,320,234,86,Nominal,PROFESSOR SERGIO BELARMINO,8
1,LUCÉLIA,6,Prefeito,PP,320,234,86,Nominal,BICO,33
1,LUCÉLIA,6,Prefeito,#NULO#,320,234,86,Branco,Branco,5
1,LUCÉLIA,6,Prefeito,PV,320,234,86,Nominal,TATI GUILHERMINO,98
1,LUCÉLIA,6,Prefeito,#NULO#,320,234,86,Nulo,Nulo,10
1,LUCÉLIA,6,Prefeito,PTB,320,234,86,Nominal,CARLOS ANANIAS JUNIOR,80
1,LUCÉLIA,7,Prefeito,#NULO#,317,225,92,Nulo,Nulo,11
1,LUCÉLIA,7,Prefeito,PTB,317,225,92,Nominal,CARLOS ANANIAS JUNIOR,61
1,LUCÉLIA,7,Prefeito,PT,317,225,92,Nominal,PROFESSOR SERGIO BELARMINO,8
1,LUCÉLIA,7,Prefeito,#NULO#,317,225,92,Branco,Branco,6
1,LUCÉLIA,7,Prefeito,PP,317,225,92,Nominal,BICO,26
1,LUCÉLIA,7,Prefeito,PV,317,225,92,Nominal,TATI GUILHERMINO,113
1,LUCÉLIA,8,Prefeito,PTB,318,233,85,Nominal,CARLOS ANANIAS JUNIOR,84
1,LUCÉLIA,8,Prefeito,#NULO#,318,233,85,Nulo,Nulo,11
1,LUCÉLIA,8,Prefeito,PV,318,233,85,Nominal,TATI GUILHERMINO,90
1,LUCÉLIA,8,Prefeito,#NULO#,318,233,85,Branco,Branco,3
1,LUCÉLIA,8,Prefeito,PP,318,233,85,Nominal,BICO,39
1,LUCÉLIA,8,Prefeito,PT,318,233,85,Nominal,PROFESSOR SERGIO BELARMINO,6
1,LUCÉLIA,9,Prefeito,#NULO#,323,230,93,Nulo,Nulo,15
1,LUCÉLIA,9,Prefeito,PTB,323,230,93,Nominal,CARLOS ANANIAS JUNIOR,67
1,LUCÉLIA,9,Prefeito,PT,323,230,93,Nominal,PROFESSOR SERGIO BELARMINO,11
1,LUCÉLIA,9,Prefeito,PP,323,230,93,Nominal,BICO,33
1,LUCÉLIA,9,Prefeito,#NULO#,323,230,93,Branco,Branco,13
1,LUCÉLIA,9,Prefeito,PV,323,230,93,Nominal,TATI GUILHERMINO,91
1,LUCÉLIA,10,Prefeito,PTB,320,235,85,Nominal,CARLOS ANANIAS JUNIOR,72
1,LUCÉLIA,10,Prefeito,#NULO#,320,235,85,Nulo,Nulo,8
1,LUCÉLIA,10,Prefeito,PT,320,235,85,Nominal,PROFESSOR SERGIO BELARMINO,11
1,LUCÉLIA,10,Prefeito,PV,320,235,85,Nominal,TATI GUILHERMINO,91
1,LUCÉLIA,10,Prefeito,#NULO#,320,235,85,Branco,Branco,15
1,LUCÉLIA,10,Prefeito,PP,320,235,85,Nominal,BICO,38
1,LUCÉLIA,11,Prefeito,PP,321,236,85,Nominal,BICO,39
1,LUCÉLIA,11,Prefeito,#NULO#,321,236,85,Branco,Branco,9
1,LUCÉLIA,11,Prefeito,PV,321,236,85,Nominal,TATI GUILHERMINO,98
1,LUCÉLIA,11,Prefeito,#NULO#,321,236,85,Nulo,Nulo,8
1,LUCÉLIA,11,Prefeito,PTB,321,236,85,Nominal,CARLOS ANANIAS JUNIOR,72
1,LUCÉLIA,11,Prefeito,PT,321,236,85,Nominal,PROFESSOR SERGIO BELARMINO,10
1,LUCÉLIA,12,Prefeito,#NULO#,317,244,73,Nulo,Nulo,15
1,LUCÉLIA,12,Prefeito,PTB,317,244,73,Nominal,CARLOS ANANIAS JUNIOR,76
1,LUCÉLIA,12,Prefeito,PT,317,244,73,Nominal,PROFESSOR SERGIO BELARMINO,9
1,LUCÉLIA,12,Prefeito,#NULO#,317,244,73,Branco,Branco,7
1,LUCÉLIA,12,Prefeito,PP,317,244,73,Nominal,BICO,39
1,LUCÉLIA,12,Prefeito,PV,317,244,73,Nominal,TATI GUILHERMINO,98
1,LUCÉLIA,13,Prefeito,PTB,441,315,126,Nominal,CARLOS ANANIAS JUNIOR,71
1,LUCÉLIA,13,Prefeito,#NULO#,441,315,126,Nulo,Nulo,25
1,LUCÉLIA,13,Prefeito,PT,441,315,126,Nominal,PROFESSOR SERGIO BELARMINO,5
1,LUCÉLIA,13,Prefeito,PV,441,315,126,Nominal,TATI GUILHERMINO,142
1,LUCÉLIA,13,Prefeito,#NULO#,441,315,126,Branco,Branco,8
1,LUCÉLIA,13,Prefeito,PP,441,315,126,Nominal,BICO,64
1,LUCÉLIA,17,Prefeito,PTB,342,251,91,Nominal,CARLOS ANANIAS JUNIOR,63
1,LUCÉLIA,17,Prefeito,PT,342,251,91,Nominal,PROFESSOR SERGIO BELARMINO,7
1,LUCÉLIA,17,Prefeito,#NULO#,342,251,91,Nulo,Nulo,14
1,LUCÉLIA,17,Prefeito,PV,342,251,91,Nominal,TATI GUILHERMINO,117
1,LUCÉLIA,17,Prefeito,#NULO#,342,251,91,Branco,Branco,5
1,LUCÉLIA,17,Prefeito,PP,342,251,91,Nominal,BICO,45
1,LUCÉLIA,18,Prefeito,#NULO#,341,261,80,Nulo,Nulo,11
1,LUCÉLIA,18,Prefeito,PTB,341,261,80,Nominal,CARLOS ANANIAS JUNIOR,73
1,LUCÉLIA,18,Prefeito,PT,341,261,80,Nominal,PROFESSOR SERGIO BELARMINO,13
1,LUCÉLIA,18,Prefeito,#NULO#,341,261,80,Branco,Branco,8
1,LUCÉLIA,18,Prefeito,PV,341,261,80,Nominal,TATI GUILHERMINO,114
1,LUCÉLIA,18,Prefeito,PP,341,261,80,Nominal,BICO,42
1,LUCÉLIA,19,Prefeito,PP,341,237,104,Nominal,BICO,36
1,LUCÉLIA,19,Prefeito,#NULO#,341,237,104,Branco,Branco,4
1,LUCÉLIA,19,Prefeito,PV,341,237,104,Nominal,TATI GUILHERMINO,116
1,LUCÉLIA,19,Prefeito,#NULO#,341,237,104,Nulo,Nulo,11
1,LUCÉLIA,19,Prefeito,PTB,341,237,104,Nominal,CARLOS ANANIAS JUNIOR,67
1,LUCÉLIA,19,Prefeito,PT,341,237,104,Nominal,PROFESSOR SERGIO BELARMINO,3
1,LUCÉLIA,20,Prefeito,PTB,340,253,87,Nominal,CARLOS ANANIAS JUNIOR,73
1,LUCÉLIA,20,Prefeito,#NULO#,340,253,87,Nulo,Nulo,11
1,LUCÉLIA,20,Prefeito,PT,340,253,87,Nominal,PROFESSOR SERGIO BELARMINO,8
1,LUCÉLIA,20,Prefeito,PP,340,253,87,Nominal,BICO,50
1,LUCÉLIA,20,Prefeito,PV,340,253,87,Nominal,TATI GUILHERMINO,103
1,LUCÉLIA,20,Prefeito,#NULO#,340,253,87,Branco,Branco,8
1,LUCÉLIA,21,Prefeito,#NULO#,339,248,91,Nulo,Nulo,24
1,LUCÉLIA,21,Prefeito,PTB,339,248,91,Nominal,CARLOS ANANIAS JUNIOR,58
1,LUCÉLIA,21,Prefeito,PV,339,248,91,Nominal,TATI GUILHERMINO,116
1,LUCÉLIA,21,Prefeito,#NULO#,339,248,91,Branco,Branco,7
1,LUCÉLIA,21,Prefeito,PP,339,248,91,Nominal,BICO,33
1,LUCÉLIA,21,Prefeito,PT,339,248,91,Nominal,PROFESSOR SERGIO BELARMINO,10
1,LUCÉLIA,22,Prefeito,PV,313,226,87,Nominal,TATI GUILHERMINO,77
1,LUCÉLIA,22,Prefeito,#NULO#,313,226,87,Nulo,Nulo,14
1,LUCÉLIA,22,Prefeito,PTB,313,226,87,Nominal,CARLOS ANANIAS JUNIOR,70
1,LUCÉLIA,22,Prefeito,PT,313,226,87,Nominal,PROFESSOR SERGIO BELARMINO,11
1,LUCÉLIA,22,Prefeito,#NULO#,313,226,87,Branco,Branco,6
1,LUCÉLIA,22,Prefeito,PP,313,226,87,Nominal,BICO,48
1,LUCÉLIA,23,Prefeito,PTB,314,245,69,Nominal,CARLOS ANANIAS JUNIOR,58
1,LUCÉLIA,23,Prefeito,#NULO#,314,245,69,Nulo,Nulo,16
1,LUCÉLIA,23,Prefeito,PT,314,245,69,Nominal,PROFESSOR SERGIO BELARMINO,16
1,LUCÉLIA,23,Prefeito,#NULO#,314,245,69,Branco,Branco,10
1,LUCÉLIA,23,Prefeito,PP,314,245,69,Nominal,BICO,44
1,LUCÉLIA,23,Prefeito,PV,314,245,69,Nominal,TATI GUILHERMINO,101
1,LUCÉLIA,24,Prefeito,PT,378,279,99,Nominal,PROFESSOR SERGIO BELARMINO,16
1,LUCÉLIA,24,Prefeito,#NULO#,378,279,99,Nulo,Nulo,22
1,LUCÉLIA,24,Prefeito,PP,378,279,99,Nominal,BICO,43
1,LUCÉLIA,24,Prefeito,#NULO#,378,279,99,Branco,Branco,5
1,LUCÉLIA,24,Prefeito,PV,378,279,99,Nominal,TATI GUILHERMINO,105
1,LUCÉLIA,24,Prefeito,PTB,378,279,99,Nominal,CARLOS ANANIAS JUNIOR,88
1,LUCÉLIA,25,Prefeito,PV,415,335,80,Nominal,TATI GUILHERMINO,147
1,LUCÉLIA,25,Prefeito,PP,415,335,80,Nominal,BICO,46
1,LUCÉLIA,25,Prefeito,#NULO#,415,335,80,Branco,Branco,7
1,LUCÉLIA,25,Prefeito,PTB,415,335,80,Nominal,CARLOS ANANIAS JUNIOR,102
1,LUCÉLIA,25,Prefeito,#NULO#,415,335,80,Nulo,Nulo,25
1,LUCÉLIA,25,Prefeito,PT,415,335,80,Nominal,PROFESSOR SERGIO BELARMINO,8
1,LUCÉLIA,26,Prefeito,#NULO#,378,298,80,Branco,Branco,13
1,LUCÉLIA,26,Prefeito,PT,378,298,80,Nominal,PROFESSOR SERGIO BELARMINO,21
1,LUCÉLIA,26,Prefeito,PV,378,298,80,Nominal,TATI GUILHERMINO,110
1,LUCÉLIA,26,Prefeito,PP,378,298,80,Nominal,BICO,50
1,LUCÉLIA,26,Prefeito,PTB,378,298,80,Nominal,CARLOS ANANIAS JUNIOR,94
1,LUCÉLIA,26,Prefeito,#NULO#,378,298,80,Nulo,Nulo,10
1,LUCÉLIA,27,Prefeito,PTB,379,302,77,Nominal,CARLOS ANANIAS JUNIOR,95
1,LUCÉLIA,27,Prefeito,PV,379,302,77,Nominal,TATI GUILHERMINO,114
1,LUCÉLIA,27,Prefeito,#NULO#,379,302,77,Nulo,Nulo,20
1,LUCÉLIA,27,Prefeito,PT,379,302,77,Nominal,PROFESSOR SERGIO BELARMINO,15
1,LUCÉLIA,27,Prefeito,#NULO#,379,302,77,Branco,Branco,15
1,LUCÉLIA,27,Prefeito,PP,379,302,77,Nominal,BICO,43
1,LUCÉLIA,30,Prefeito,#NULO#,313,239,74,Nulo,Nulo,12
1,LUCÉLIA,30,Prefeito,PTB,313,239,74,Nominal,CARLOS ANANIAS JUNIOR,77
1,LUCÉLIA,30,Prefeito,PT,313,239,74,Nominal,PROFESSOR SERGIO BELARMINO,12
1,LUCÉLIA,30,Prefeito,PP,313,239,74,Nominal,BICO,47
1,LUCÉLIA,30,Prefeito,PV,313,239,74,Nominal,TATI GUILHERMINO,82
1,LUCÉLIA,30,Prefeito,#NULO#,313,239,74,Branco,Branco,9
1,LUCÉLIA,31,Prefeito,#NULO#,282,222,60,Nulo,Nulo,12
1,LUCÉLIA,31,Prefeito,PTB,282,222,60,Nominal,CARLOS ANANIAS JUNIOR,59
1,LUCÉLIA,31,Prefeito,PT,282,222,60,Nominal,PROFESSOR SERGIO BELARMINO,10
1,LUCÉLIA,31,Prefeito,PV,282,222,60,Nominal,TATI GUILHERMINO,95
1,LUCÉLIA,31,Prefeito,#NULO#,282,222,60,Branco,Branco,6
1,LUCÉLIA,31,Prefeito,PP,282,222,60,Nominal,BICO,40
1,LUCÉLIA,34,Prefeito,PT,344,277,67,Nominal,PROFESSOR SERGIO BELARMINO,6
1,LUCÉLIA,34,Prefeito,#NULO#,344,277,67,Branco,Branco,11
1,LUCÉLIA,34,Prefeito,PP,344,277,67,Nominal,BICO,52
1,LUCÉLIA,34,Prefeito,PV,344,277,67,Nominal,TATI GUILHERMINO,122
1,LUCÉLIA,34,Prefeito,#NULO#,344,277,67,Nulo,Nulo,12
1,LUCÉLIA,34,Prefeito,PTB,344,277,67,Nominal,CARLOS ANANIAS JUNIOR,74
1,LUCÉLIA,36,Prefeito,#NULO#,314,254,60,Branco,Branco,16
1,LUCÉLIA,36,Prefeito,PP,314,254,60,Nominal,BICO,51
1,LUCÉLIA,36,Prefeito,PV,314,254,60,Nominal,TATI GUILHERMINO,105
1,LUCÉLIA,36,Prefeito,#NULO#,314,254,60,Nulo,Nulo,12
1,LUCÉLIA,36,Prefeito,PTB,314,254,60,Nominal,CARLOS ANANIAS JUNIOR,61
1,LUCÉLIA,36,Prefeito,PT,314,254,60,Nominal,PROFESSOR SERGIO BELARMINO,9
1,LUCÉLIA,38,Prefeito,#NULO#,377,280,97,Branco,Branco,9
1,LUCÉLIA,38,Prefeito,PP,377,280,97,Nominal,BICO,42
1,LUCÉLIA,38,Prefeito,PT,377,280,97,Nominal,PROFESSOR SERGIO BELARMINO,14
1,LUCÉLIA,38,Prefeito,PTB,377,280,97,Nominal,CARLOS ANANIAS JUNIOR,77
1,LUCÉLIA,38,Prefeito,#NULO#,377,280,97,Nulo,Nulo,12
1,LUCÉLIA,38,Prefeito,PV,377,280,97,Nominal,TATI GUILHERMINO,126
1,LUCÉLIA,39,Prefeito,PT,313,252,61,Nominal,PROFESSOR SERGIO BELARMINO,20
1,LUCÉLIA,39,Prefeito,#NULO#,313,252,61,Nulo,Nulo,7
1,LUCÉLIA,39,Prefeito,PTB,313,252,61,Nominal,CARLOS ANANIAS JUNIOR,76
1,LUCÉLIA,39,Prefeito,PV,313,252,61,Nominal,TATI GUILHERMINO,95
1,LUCÉLIA,39,Prefeito,PP,313,252,61,Nominal,BICO,44
1,LUCÉLIA,39,Prefeito,#NULO#,313,252,61,Branco,Branco,10
1,LUCÉLIA,40,Prefeito,PV,297,228,69,Nominal,TATI GUILHERMINO,96
1,LUCÉLIA,40,Prefeito,#NULO#,297,228,69,Branco,Branco,8
1,LUCÉLIA,40,Prefeito,PP,297,228,69,Nominal,BICO,46
1,LUCÉLIA,40,Prefeito,PT,297,228,69,Nominal,PROFESSOR SERGIO BELARMINO,12
1,LUCÉLIA,40,Prefeito,PTB,297,228,69,Nominal,CARLOS ANANIAS JUNIOR,55
1,LUCÉLIA,40,Prefeito,#NULO#,297,228,69,Nulo,Nulo,11
1,LUCÉLIA,41,Prefeito,PT,314,253,61,Nominal,PROFESSOR SERGIO BELARMINO,12
1,LUCÉLIA,41,Prefeito,#NULO#,314,253,61,Nulo,Nulo,18
1,LUCÉLIA,41,Prefeito,PTB,314,253,61,Nominal,CARLOS ANANIAS JUNIOR,73
1,LUCÉLIA,41,Prefeito,#NULO#,314,253,61,Branco,Branco,9
1,LUCÉLIA,41,Prefeito,PV,314,253,61,Nominal,TATI GUILHERMINO,93
1,LUCÉLIA,41,Prefeito,PP,314,253,61,Nominal,BICO,48
1,LUCÉLIA,42,Prefeito,#NULO#,423,309,114,Branco,Branco,11
1,LUCÉLIA,42,Prefeito,PP,423,309,114,Nominal,BICO,51
1,LUCÉLIA,42,Prefeito,PV,423,309,114,Nominal,TATI GUILHERMINO,125
1,LUCÉLIA,42,Prefeito,PT,423,309,114,Nominal,PROFESSOR SERGIO BELARMINO,11
1,LUCÉLIA,42,Prefeito,PTB,423,309,114,Nominal,CARLOS ANANIAS JUNIOR,93
1,LUCÉLIA,42,Prefeito,#NULO#,423,309,114,Nulo,Nulo,18
1,LUCÉLIA,44,Prefeito,PV,320,233,87,Nominal,TATI GUILHERMINO,89
1,LUCÉLIA,44,Prefeito,PP,320,233,87,Nominal,BICO,36
1,LUCÉLIA,44,Prefeito,#NULO#,320,233,87,Branco,Branco,10
1,LUCÉLIA,44,Prefeito,#NULO#,320,233,87,Nulo,Nulo,11
1,LUCÉLIA,44,Prefeito,PTB,320,233,87,Nominal,CARLOS ANANIAS JUNIOR,77
1,LUCÉLIA,44,Prefeito,PT,320,233,87,Nominal,PROFESSOR SERGIO BELARMINO,10
1,LUCÉLIA,45,Prefeito,PP,346,268,78,Nominal,BICO,41
1,LUCÉLIA,45,Prefeito,PV,346,268,78,Nominal,TATI GUILHERMINO,122
1,LUCÉLIA,45,Prefeito,PT,346,268,78,Nominal,PROFESSOR SERGIO BELARMINO,8
1,LUCÉLIA,45,Prefeito,#NULO#,346,268,78,Branco,Branco,12
1,LUCÉLIA,45,Prefeito,PTB,346,268,78,Nominal,CARLOS ANANIAS JUNIOR,71
1,LUCÉLIA,45,Prefeito,#NULO#,346,268,78,Nulo,Nulo,14
1,LUCÉLIA,46,Prefeito,PT,443,338,105,Nominal,PROFESSOR SERGIO BELARMINO,12
1,LUCÉLIA,46,Prefeito,PTB,443,338,105,Nominal,CARLOS ANANIAS JUNIOR,84
1,LUCÉLIA,46,Prefeito,#NULO#,443,338,105,Nulo,Nulo,24
1,LUCÉLIA,46,Prefeito,PV,443,338,105,Nominal,TATI GUILHERMINO,143
1,LUCÉLIA,46,Prefeito,PP,443,338,105,Nominal,BICO,61
1,LUCÉLIA,46,Prefeito,#NULO#,443,338,105,Branco,Branco,14
1,LUCÉLIA,48,Prefeito,PT,423,302,121,Nominal,PROFESSOR SERGIO BELARMINO,6
1,LUCÉLIA,48,Prefeito,#NULO#,423,302,121,Branco,Branco,13
1,LUCÉLIA,48,Prefeito,#NULO#,423,302,121,Nulo,Nulo,13
1,LUCÉLIA,48,Prefeito,PV,423,302,121,Nominal,TATI GUILHERMINO,122
1,LUCÉLIA,48,Prefeito,PTB,423,302,121,Nominal,CARLOS ANANIAS JUNIOR,107
1,LUCÉLIA,48,Prefeito,PP,423,302,121,Nominal,BICO,41
1,LUCÉLIA,50,Prefeito,PV,282,217,65,Nominal,TATI GUILHERMINO,95
1,LUCÉLIA,50,Prefeito,PP,282,217,65,Nominal,BICO,36
1,LUCÉLIA,50,Prefeito,PT,282,217,65,Nominal,PROFESSOR SERGIO BELARMINO,5
1,LUCÉLIA,50,Prefeito,#NULO#,282,217,65,Branco,Branco,4
1,LUCÉLIA,50,Prefeito,PTB,282,217,65,Nominal,CARLOS ANANIAS JUNIOR,62
1,LUCÉLIA,50,Prefeito,#NULO#,282,217,65,Nulo,Nulo,15
1,LUCÉLIA,51,Prefeito,PV,422,313,109,Nominal,TATI GUILHERMINO,138
1,LUCÉLIA,51,Prefeito,PT,422,313,109,Nominal,PROFESSOR SERGIO BELARMINO,16
1,LUCÉLIA,51,Prefeito,#NULO#,422,313,109,Branco,Branco,12
1,LUCÉLIA,51,Prefeito,PP,422,313,109,Nominal,BICO,55
1,LUCÉLIA,51,Prefeito,#NULO#,422,313,109,Nulo,Nulo,16
1,LUCÉLIA,51,Prefeito,PTB,422,313,109,Nominal,CARLOS ANANIAS JUNIOR,76
1,LUCÉLIA,52,Prefeito,PT,344,261,83,Nominal,PROFESSOR SERGIO BELARMINO,13
1,LUCÉLIA,52,Prefeito,#NULO#,344,261,83,Nulo,Nulo,15
1,LUCÉLIA,52,Prefeito,PTB,344,261,83,Nominal,CARLOS ANANIAS JUNIOR,86
1,LUCÉLIA,52,Prefeito,PV,344,261,83,Nominal,TATI GUILHERMINO,105
1,LUCÉLIA,52,Prefeito,PP,344,261,83,Nominal,BICO,29
1,LUCÉLIA,52,Prefeito,#NULO#,344,261,83,Branco,Branco,13
1,LUCÉLIA,56,Prefeito,#NULO#,308,235,73,Nulo,Nulo,7
1,LUCÉLIA,56,Prefeito,PT,308,235,73,Nominal,PROFESSOR SERGIO BELARMINO,9
1,LUCÉLIA,56,Prefeito,PTB,308,235,73,Nominal,CARLOS ANANIAS JUNIOR,61
1,LUCÉLIA,56,Prefeito,PP,308,235,73,Nominal,BICO,45
1,LUCÉLIA,56,Prefeito,PV,308,235,73,Nominal,TATI GUILHERMINO,105
1,LUCÉLIA,56,Prefeito,#NULO#,308,235,73,Branco,Branco,8
1,LUCÉLIA,61,Prefeito,#NULO#,316,235,81,Nulo,Nulo,7
1,LUCÉLIA,61,Prefeito,PTB,316,235,81,Nominal,CARLOS ANANIAS JUNIOR,84
1,LUCÉLIA,61,Prefeito,PT,316,235,81,Nominal,PROFESSOR SERGIO BELARMINO,7
1,LUCÉLIA,61,Prefeito,PP,316,235,81,Nominal,BICO,35
1,LUCÉLIA,61,Prefeito,#NULO#,316,235,81,Branco,Branco,15
1,LUCÉLIA,61,Prefeito,PV,316,235,81,Nominal,TATI GUILHERMINO,87
1,LUCÉLIA,66,Prefeito,PP,380,277,103,Nominal,BICO,29
1,LUCÉLIA,66,Prefeito,#NULO#,380,277,103,Branco,Branco,13
1,LUCÉLIA,66,Prefeito,PV,380,277,103,Nominal,TATI GUILHERMINO,111
1,LUCÉLIA,66,Prefeito,#NULO#,380,277,103,Nulo,Nulo,17
1,LUCÉLIA,66,Prefeito,PTB,380,277,103,Nominal,CARLOS ANANIAS JUNIOR,98
1,LUCÉLIA,66,Prefeito,PT,380,277,103,Nominal,PROFESSOR SERGIO BELARMINO,9
1,LUCÉLIA,79,Prefeito,PTB,179,129,50,Nominal,CARLOS ANANIAS JUNIOR,60
1,LUCÉLIA,79,Prefeito,PP,179,129,50,Nominal,BICO,18
1,LUCÉLIA,79,Prefeito,PV,179,129,50,Nominal,TATI GUILHERMINO,41
1,LUCÉLIA,79,Prefeito,#NULO#,179,129,50,Nulo,Nulo,10
1,MARÍLIA,1,Prefeito,PT,403,244,159,Nominal,PROFESSOR JUVENAL,4
1,MARÍLIA,1,Prefeito,PSOL,403,244,159,Nominal,NAYARA MAZINI,7
1,MARÍLIA,1,Prefeito,PV,403,244,159,Nominal,CAPITÃO ELITON,7
1,MARÍLIA,1,Prefeito,PSL,403,244,159,Nominal,REGIANE MELLO,3
1,MARÍLIA,1,Prefeito,PODE,403,244,159,Nominal,CAMARINHA,75
1,MARÍLIA,1,Prefeito,PSDB,403,244,159,Nominal,DANIEL ALONSO,103
1,MARÍLIA,1,Prefeito,#NULO#,403,244,159,Branco,Branco,15
1,MARÍLIA,1,Prefeito,#NULO#,403,244,159,Nulo,Nulo,13
1,MARÍLIA,1,Prefeito,PDT,403,244,159,Nominal,ADÃO BRITO,2
1,MARÍLIA,1,Prefeito,PRTB,403,244,159,Nominal,JULIANO DA CAMPESTRE,15
1,MARÍLIA,3,Prefeito,PV,402,246,156,Nominal,CAPITÃO ELITON,3
1,MARÍLIA,3,Prefeito,PDT,402,246,156,Nominal,ADÃO BRITO,1
1,MARÍLIA,3,Prefeito,PRTB,402,246,156,Nominal,JULIANO DA CAMPESTRE,12
1,MARÍLIA,3,Prefeito,PSOL,402,246,156,Nominal,NAYARA MAZINI,9
1,MARÍLIA,3,Prefeito,#NULO#,402,246,156,Branco,Branco,13
1,MARÍLIA,3,Prefeito,PSDB,402,246,156,Nominal,DANIEL ALONSO,108
1,MARÍLIA,3,Prefeito,#NULO#,402,246,156,Nulo,Nulo,14
1,MARÍLIA,3,Prefeito,PODE,402,246,156,Nominal,CAMARINHA,86
1,MARÍLIA,5,Prefeito,PV,404,238,166,Nominal,CAPITÃO ELITON,4
1,MARÍLIA,5,Prefeito,PDT,404,238,166,Nominal,ADÃO BRITO,2
1,MARÍLIA,5,Prefeito,PT,404,238,166,Nominal,PROFESSOR JUVENAL,2
1,MARÍLIA,5,Prefeito,PSOL,404,238,166,Nominal,NAYARA MAZINI,10
1,MARÍLIA,5,Prefeito,#NULO#,404,238,166,Branco,Branco,11
1,MARÍLIA,5,Prefeito,PODE,404,238,166,Nominal,CAMARINHA,83
1,MARÍLIA,5,Prefeito,#NULO#,404,238,166,Nulo,Nulo,17
1,MARÍLIA,5,Prefeito,PSDB,404,238,166,Nominal,DANIEL ALONSO,93
1,MARÍLIA,5,Prefeito,PRTB,404,238,166,Nominal,JULIANO DA CAMPESTRE,16
1,MARÍLIA,7,Prefeito,PRTB,398,273,125,Nominal,JULIANO DA CAMPESTRE,13
1,MARÍLIA,7,Prefeito,PDT,398,273,125,Nominal,ADÃO BRITO,2
1,MARÍLIA,7,Prefeito,PSDB,398,273,125,Nominal,DANIEL ALONSO,123
1,MARÍLIA,7,Prefeito,#NULO#,398,273,125,Branco,Branco,11
1,MARÍLIA,7,Prefeito,#NULO#,398,273,125,Nulo,Nulo,22
1,MARÍLIA,7,Prefeito,PT,398,273,125,Nominal,PROFESSOR JUVENAL,2
1,MARÍLIA,7,Prefeito,PODE,398,273,125,Nominal,CAMARINHA,83
1,MARÍLIA,7,Prefeito,PSL,398,273,125,Nominal,REGIANE MELLO,4
1,MARÍLIA,7,Prefeito,PSOL,398,273,125,Nominal,NAYARA MAZINI,8
1,MARÍLIA,7,Prefeito,PCO,398,273,125,Nominal,LILIAN MIRANDA,2
1,MARÍLIA,7,Prefeito,PV,398,273,125,Nominal,CAPITÃO ELITON,3
1,MARÍLIA,46,Prefeito,PSL,389,210,179,Nominal,REGIANE MELLO,5
1,MARÍLIA,46,Prefeito,PODE,389,210,179,Nominal,CAMARINHA,45
1,MARÍLIA,46,Prefeito,#NULO#,389,210,179,Nulo,Nulo,20
1,MARÍLIA,46,Prefeito,PSDB,389,210,179,Nominal,DANIEL ALONSO,105
1,MARÍLIA,46,Prefeito,PT,389,210,179,Nominal,PROFESSOR JUVENAL,4
1,MARÍLIA,46,Prefeito,PSOL,389,210,179,Nominal,NAYARA MAZINI,5
1,MARÍLIA,46,Prefeito,PV,389,210,179,Nominal,CAPITÃO ELITON,4
1,MARÍLIA,46,Prefeito,PDT,389,210,179,Nominal,ADÃO BRITO,2
1,MARÍLIA,46,Prefeito,#NULO#,389,210,179,Branco,Branco,8
1,MARÍLIA,46,Prefeito,PRTB,389,210,179,Nominal,JULIANO DA CAMPESTRE,12
1,MARÍLIA,48,Prefeito,PV,387,219,168,Nominal,CAPITÃO ELITON,4
1,MARÍLIA,48,Prefeito,PDT,387,219,168,Nominal,ADÃO BRITO,1
1,MARÍLIA,48,Prefeito,PRTB,387,219,168,Nominal,JULIANO DA CAMPESTRE,14
1,MARÍLIA,48,Prefeito,#NULO#,387,219,168,Branco,Branco,9
1,MARÍLIA,48,Prefeito,#NULO#,387,219,168,Nulo,Nulo,18
1,MARÍLIA,48,Prefeito,PSDB,387,219,168,Nominal,DANIEL ALONSO,116
1,MARÍLIA,48,Prefeito,PT,387,219,168,Nominal,PROFESSOR JUVENAL,3
1,MARÍLIA,48,Prefeito,PSOL,387,219,168,Nominal,NAYARA MAZINI,5
1,MARÍLIA,48,Prefeito,PSL,387,219,168,Nominal,REGIANE MELLO,3
1,MARÍLIA,48,Prefeito,PODE,387,219,168,Nominal,CAMARINHA,46
1,MARÍLIA,50,Prefeito,PODE,383,232,151,Nominal,CAMARINHA,58
1,MARÍLIA,50,Prefeito,PSDB,383,232,151,Nominal,DANIEL ALONSO,124
1,MARÍLIA,50,Prefeito,#NULO#,383,232,151,Nulo,Nulo,9
1,MARÍLIA,50,Prefeito,#NULO#,383,232,151,Branco,Branco,10
1,MARÍLIA,50,Prefeito,PRTB,383,232,151,Nominal,JULIANO DA CAMPESTRE,10
1,MARÍLIA,50,Prefeito,PSL,383,232,151,Nominal,REGIANE MELLO,2
1,MARÍLIA,50,Prefeito,PV,383,232,151,Nominal,CAPITÃO ELITON,2
1,MARÍLIA,50,Prefeito,PCO,383,232,151,Nominal,LILIAN MIRANDA,1
1,MARÍLIA,50,Prefeito,PSOL,383,232,151,Nominal,NAYARA MAZINI,9
1,MARÍLIA,50,Prefeito,PT,383,232,151,Nominal,PROFESSOR JUVENAL,5
